target,target URI,target PoS,n,source,source URI,source PoS,retarget candidates,decision,retarget to,comment
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{snøvle_§1},https://wordnet.dk/dannet/data/synset-21563,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{stamme_4§1a},https://wordnet.dk/dannet/data/synset-21568,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{svine_§2a til; tilsvine_§1},https://wordnet.dk/dannet/data/synset-21573,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{synge_§4},https://wordnet.dk/dannet/data/synset-21574,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{tordne_§2},https://wordnet.dk/dannet/data/synset-21591,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{træde_1§2c},https://wordnet.dk/dannet/data/synset-21595,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{trænge_§8a(1) (sig) ind på nogen},https://wordnet.dk/dannet/data/synset-21596,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{udbrede_§3 sig},https://wordnet.dk/dannet/data/synset-21602,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{vibrere_§1b},https://wordnet.dk/dannet/data/synset-21611,verb,,,,
{talehandling_§1},https://wordnet.dk/dannet/data/synset-21582,noun,60,{væve_§2},https://wordnet.dk/dannet/data/synset-21616,verb,,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{afrejse_2§1},https://wordnet.dk/dannet/data/synset-23260,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{berejse_§1},https://wordnet.dk/dannet/data/synset-23262,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{blaffe_§1},https://wordnet.dk/dannet/data/synset-23263,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{dampe_§3},https://wordnet.dk/dannet/data/synset-23264,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{emigrere_§1; udvandre_§1},https://wordnet.dk/dannet/data/synset-23265,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{fare_2§1b},https://wordnet.dk/dannet/data/synset-23266,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{farte_§1},https://wordnet.dk/dannet/data/synset-23267,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{flakke_2§2},https://wordnet.dk/dannet/data/synset-23268,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{flyve_§2},https://wordnet.dk/dannet/data/synset-23269,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{gennemkrydse_§1},https://wordnet.dk/dannet/data/synset-23271,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{gennempløje_§1; pløje_§2a(2) (i)gennem},https://wordnet.dk/dannet/data/synset-23277,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{gennemrejse_2§1},https://wordnet.dk/dannet/data/synset-23272,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{indrejse_2§1},https://wordnet.dk/dannet/data/synset-23273,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{pendle_§1a},https://wordnet.dk/dannet/data/synset-23276,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{rakke_§3 rundt},https://wordnet.dk/dannet/data/synset-23278,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{tomle_§1},https://wordnet.dk/dannet/data/synset-23288,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{ture_1§1},https://wordnet.dk/dannet/data/synset-23289,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{turnere_§1},https://wordnet.dk/dannet/data/synset-23290,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{udrejse_2§1},https://wordnet.dk/dannet/data/synset-23291,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{rejse_1§1},https://wordnet.dk/dannet/data/synset-23259,noun,20,{valfarte_§1a},https://wordnet.dk/dannet/data/synset-23293,verb,{rejse_2§1e} <https://wordnet.dk/dannet/data/synset-63836>; {rejse_2§3} <https://wordnet.dk/dannet/data/synset-31390>; {rejse_2§2b} <https://wordnet.dk/dannet/data/synset-70201>,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{afvigelse_§2},https://wordnet.dk/dannet/data/synset-27667,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{decentrering_§1},https://wordnet.dk/dannet/data/synset-27688,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{filtrering_§1},https://wordnet.dk/dannet/data/synset-27702,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{mørklægning_§1},https://wordnet.dk/dannet/data/synset-27743,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{nedskæring_§2},https://wordnet.dk/dannet/data/synset-27745,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{rydning_§1a},https://wordnet.dk/dannet/data/synset-27777,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{snerydning_§1},https://wordnet.dk/dannet/data/synset-27808,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{træk_§7},https://wordnet.dk/dannet/data/synset-27833,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{udrensning_§1},https://wordnet.dk/dannet/data/synset-27850,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{udrensning_§2},https://wordnet.dk/dannet/data/synset-27851,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{udskiftning_§1},https://wordnet.dk/dannet/data/synset-27855,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{udtagelse_§2},https://wordnet.dk/dannet/data/synset-27860,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{udtagning_§1},https://wordnet.dk/dannet/data/synset-27861,noun,,,,
{fjerne_§1},https://wordnet.dk/dannet/data/synset-27703,verb,14,{udtrækning_§3},https://wordnet.dk/dannet/data/synset-27863,noun,,,,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{depression_§1},https://wordnet.dk/dannet/data/synset-16490,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{granatchok_§1},https://wordnet.dk/dannet/data/synset-16516,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{grænsepsykose_§1},https://wordnet.dk/dannet/data/synset-16518,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{hysteri_§1},https://wordnet.dk/dannet/data/synset-16536,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{maniodepressivitet_§1},https://wordnet.dk/dannet/data/synset-16565,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{nervelidelse_§2; nervesygdom_§2},https://wordnet.dk/dannet/data/synset-16575,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{neurose_§1},https://wordnet.dk/dannet/data/synset-16578,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{paranoia_§1},https://wordnet.dk/dannet/data/synset-16584,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{psykose_§1},https://wordnet.dk/dannet/data/synset-16591,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{sindslidende_§1; sindssyg_§1},https://wordnet.dk/dannet/data/synset-68311,adjective,10,{skizofreni_§1; ungdomssløvsind_§1},https://wordnet.dk/dannet/data/synset-16602,noun,{sindslidende_§1a} <https://wordnet.dk/dannet/data/synset-47653>,,https://wordnet.dk/dannet/data/synset-47653,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{brevskrivning_§1},https://wordnet.dk/dannet/data/synset-22519,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{digtning_§2},https://wordnet.dk/dannet/data/synset-22521,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{historieskrivning_§1},https://wordnet.dk/dannet/data/synset-22531,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{notering_§4},https://wordnet.dk/dannet/data/synset-22551,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{optegnelse_§2},https://wordnet.dk/dannet/data/synset-22553,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{sammenskrivning_§2},https://wordnet.dk/dannet/data/synset-65465,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{skriveri_§2},https://wordnet.dk/dannet/data/synset-22568,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{stileskrivning_§1},https://wordnet.dk/dannet/data/synset-22586,noun,,,,
{skrive_§1},https://wordnet.dk/dannet/data/synset-1840,verb,9,{særskrivning_§1},https://wordnet.dk/dannet/data/synset-65466,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{dannelse_§1},https://wordnet.dk/dannet/data/synset-30440,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{fremstilling_§1},https://wordnet.dk/dannet/data/synset-30453,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{kreation_§1},https://wordnet.dk/dannet/data/synset-30487,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{krydsning_§1},https://wordnet.dk/dannet/data/synset-30492,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{rids_§1},https://wordnet.dk/dannet/data/synset-30525,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{skrivning_§1},https://wordnet.dk/dannet/data/synset-30548,noun,,,,
{frembringe_§1},https://wordnet.dk/dannet/data/synset-22598,verb,7,{trylleri_§3},https://wordnet.dk/dannet/data/synset-30591,noun,,,,
{rød_§1; rødfarvet},https://wordnet.dk/dannet/data/synset-15120,adjective,6,{cinnober_§2},https://wordnet.dk/dannet/data/synset-14893,noun,{rød_§2a} <https://wordnet.dk/dannet/data/synset-66841>,,https://wordnet.dk/dannet/data/synset-66841,
{rød_§1; rødfarvet},https://wordnet.dk/dannet/data/synset-15120,adjective,6,{karmin_§1a},https://wordnet.dk/dannet/data/synset-14888,noun,{rød_§2a} <https://wordnet.dk/dannet/data/synset-66841>,,https://wordnet.dk/dannet/data/synset-66841,
{rød_§1; rødfarvet},https://wordnet.dk/dannet/data/synset-15120,adjective,6,{koral_1§3},https://wordnet.dk/dannet/data/synset-14872,noun,{rød_§2a} <https://wordnet.dk/dannet/data/synset-66841>,,https://wordnet.dk/dannet/data/synset-66841,
{rød_§1; rødfarvet},https://wordnet.dk/dannet/data/synset-15120,adjective,6,{lyserød_§1b},https://wordnet.dk/dannet/data/synset-15017,noun,{rød_§2a} <https://wordnet.dk/dannet/data/synset-66841>,,https://wordnet.dk/dannet/data/synset-66841,
{rød_§1; rødfarvet},https://wordnet.dk/dannet/data/synset-15120,adjective,6,{mørkebrun_§1b},https://wordnet.dk/dannet/data/synset-14965,noun,{rød_§2a} <https://wordnet.dk/dannet/data/synset-66841>,,https://wordnet.dk/dannet/data/synset-66841,
{rød_§1; rødfarvet},https://wordnet.dk/dannet/data/synset-15120,adjective,6,{vinrød_§1a},https://wordnet.dk/dannet/data/synset-15085,noun,{rød_§2a} <https://wordnet.dk/dannet/data/synset-66841>,,https://wordnet.dk/dannet/data/synset-66841,
{blå_§1; blåfarvet_§2},https://wordnet.dk/dannet/data/synset-15111,adjective,5,{akvamarin_§2},https://wordnet.dk/dannet/data/synset-14949,noun,,,,
{blå_§1; blåfarvet_§2},https://wordnet.dk/dannet/data/synset-15111,adjective,5,{cyan_§1},https://wordnet.dk/dannet/data/synset-14908,noun,,,,
{blå_§1; blåfarvet_§2},https://wordnet.dk/dannet/data/synset-15111,adjective,5,{kobolt_§2},https://wordnet.dk/dannet/data/synset-14913,noun,,,,
{blå_§1; blåfarvet_§2},https://wordnet.dk/dannet/data/synset-15111,adjective,5,{turkis_2§1a},https://wordnet.dk/dannet/data/synset-15075,noun,,,,
{blå_§1; blåfarvet_§2},https://wordnet.dk/dannet/data/synset-15111,adjective,5,{ultramarinblå_§1a},https://wordnet.dk/dannet/data/synset-15158,noun,,,,
{erklære_§1},https://wordnet.dk/dannet/data/synset-30646,verb,5,{indforståelse_§1},https://wordnet.dk/dannet/data/synset-30655,noun,,,,
{erklære_§1},https://wordnet.dk/dannet/data/synset-30646,verb,5,{opsigelse_§1},https://wordnet.dk/dannet/data/synset-30666,noun,,,,
{erklære_§1},https://wordnet.dk/dannet/data/synset-30646,verb,5,{samtykke_1§2},https://wordnet.dk/dannet/data/synset-30673,noun,,,,
{erklære_§1},https://wordnet.dk/dannet/data/synset-30646,verb,5,{tilslutning_§1},https://wordnet.dk/dannet/data/synset-30683,noun,,,,
{erklære_§1},https://wordnet.dk/dannet/data/synset-30646,verb,5,{tilståelse_§1},https://wordnet.dk/dannet/data/synset-30686,noun,,,,
{falde i søvn_§3},https://wordnet.dk/dannet/data/synset-74714,noun,5,{falde_§16(2) hen},https://wordnet.dk/dannet/data/synset-74713,verb,,,,
{falde i søvn_§3},https://wordnet.dk/dannet/data/synset-74714,noun,5,{indslumre_§1; slumre_§3 ind},https://wordnet.dk/dannet/data/synset-74732,verb,,,,
{falde i søvn_§3},https://wordnet.dk/dannet/data/synset-74714,noun,5,{slumre_§2(1) hen},https://wordnet.dk/dannet/data/synset-74731,verb,,,,
{falde i søvn_§3},https://wordnet.dk/dannet/data/synset-74714,noun,5,{sove_§7 ind},https://wordnet.dk/dannet/data/synset-74733,verb,,,,
{falde i søvn_§3},https://wordnet.dk/dannet/data/synset-74714,noun,5,{tørne_§4 ind},https://wordnet.dk/dannet/data/synset-74739,verb,,,,
{fremstille_§1},https://wordnet.dk/dannet/data/synset-1656,verb,5,{billedvævning_§1a},https://wordnet.dk/dannet/data/synset-31914,noun,,,,
{fremstille_§1},https://wordnet.dk/dannet/data/synset-1656,verb,5,{brygning_§1},https://wordnet.dk/dannet/data/synset-31919,noun,,,,
{fremstille_§1},https://wordnet.dk/dannet/data/synset-1656,verb,5,{skomageri_§1},https://wordnet.dk/dannet/data/synset-31966,noun,,,,
{fremstille_§1},https://wordnet.dk/dannet/data/synset-1656,verb,5,{tilberedning_§1},https://wordnet.dk/dannet/data/synset-31973,noun,,,,
{fremstille_§1},https://wordnet.dk/dannet/data/synset-1656,verb,5,{ætsning_§1},https://wordnet.dk/dannet/data/synset-31981,noun,,,,
{skrive_§2},https://wordnet.dk/dannet/data/synset-22574,verb,5,{afskrift_§2},https://wordnet.dk/dannet/data/synset-22515,noun,,,,
{skrive_§2},https://wordnet.dk/dannet/data/synset-22574,verb,5,{afskrivning_§3},https://wordnet.dk/dannet/data/synset-22516,noun,,,,
{skrive_§2},https://wordnet.dk/dannet/data/synset-22574,verb,5,{indskrivning_§2},https://wordnet.dk/dannet/data/synset-22533,noun,,,,
{skrive_§2},https://wordnet.dk/dannet/data/synset-22574,verb,5,{indskrivning_§3},https://wordnet.dk/dannet/data/synset-22534,noun,,,,
{skrive_§2},https://wordnet.dk/dannet/data/synset-22574,verb,5,{skrivning_§2},https://wordnet.dk/dannet/data/synset-22583,noun,,,,
{anbringe_§1},https://wordnet.dk/dannet/data/synset-27496,verb,4,{henlæggelse_§2},https://wordnet.dk/dannet/data/synset-27523,noun,,,,
{anbringe_§1},https://wordnet.dk/dannet/data/synset-27496,verb,4,{indsættelse_§1},https://wordnet.dk/dannet/data/synset-27533,noun,,,,
{anbringe_§1},https://wordnet.dk/dannet/data/synset-27496,verb,4,{ladning_§1a},https://wordnet.dk/dannet/data/synset-27545,noun,,,,
{anbringe_§1},https://wordnet.dk/dannet/data/synset-27496,verb,4,{udlægning_§1},https://wordnet.dk/dannet/data/synset-27616,noun,,,,
{bankansat_§1},https://wordnet.dk/dannet/data/synset-47956,adjective,4,{bankassistent_§1},https://wordnet.dk/dannet/data/synset-61977,noun,,,,
{bankansat_§1},https://wordnet.dk/dannet/data/synset-47956,adjective,4,{bankbetjent_§1},https://wordnet.dk/dannet/data/synset-47957,noun,,,,
{bankansat_§1},https://wordnet.dk/dannet/data/synset-47956,adjective,4,{bankelev_§1},https://wordnet.dk/dannet/data/synset-47958,noun,,,,
{bankansat_§1},https://wordnet.dk/dannet/data/synset-47956,adjective,4,{bankkasserer_§1},https://wordnet.dk/dannet/data/synset-47959,noun,,,,
{beskaffenhed_§1; egenskab_§1; side_§7a},https://wordnet.dk/dannet/data/synset-14959,noun,4,{afvige_§1},https://wordnet.dk/dannet/data/synset-48175,verb,,,,
{beskaffenhed_§1; egenskab_§1; side_§7a},https://wordnet.dk/dannet/data/synset-14959,noun,4,{evne_2§1},https://wordnet.dk/dannet/data/synset-42938,verb,,,,
{beskaffenhed_§1; egenskab_§1; side_§7a},https://wordnet.dk/dannet/data/synset-14959,noun,4,{kunne_§1},https://wordnet.dk/dannet/data/synset-42937,verb,,,,
{beskaffenhed_§1; egenskab_§1; side_§7a},https://wordnet.dk/dannet/data/synset-14959,noun,4,{straffet_2§2},https://wordnet.dk/dannet/data/synset-75268,verb,,,,
{blæst_2§2; dum_§1; hjernetom_§1; tomhjernet_§1; uintelligent_§1},https://wordnet.dk/dannet/data/synset-68317,adjective,4,{dum som en dør_§6},https://wordnet.dk/dannet/data/synset-68316,noun,{blæsevejr_§1; blæst_1§1} <https://wordnet.dk/dannet/data/synset-28689>,,https://wordnet.dk/dannet/data/synset-28689,
{blæst_2§2; dum_§1; hjernetom_§1; tomhjernet_§1; uintelligent_§1},https://wordnet.dk/dannet/data/synset-68317,adjective,4,"{dummere (naivere, ..) end politiet_§2 tillader}",https://wordnet.dk/dannet/data/synset-68326,noun,{blæsevejr_§1; blæst_1§1} <https://wordnet.dk/dannet/data/synset-28689>,,https://wordnet.dk/dannet/data/synset-28689,
{blæst_2§2; dum_§1; hjernetom_§1; tomhjernet_§1; uintelligent_§1},https://wordnet.dk/dannet/data/synset-68317,adjective,4,{have røv_§12 i begge ender},https://wordnet.dk/dannet/data/synset-68331,noun,{blæsevejr_§1; blæst_1§1} <https://wordnet.dk/dannet/data/synset-28689>,,https://wordnet.dk/dannet/data/synset-28689,
{blæst_2§2; dum_§1; hjernetom_§1; tomhjernet_§1; uintelligent_§1},https://wordnet.dk/dannet/data/synset-68317,adjective,4,{være dum i nakken_1§12},https://wordnet.dk/dannet/data/synset-68323,noun,{blæsevejr_§1; blæst_1§1} <https://wordnet.dk/dannet/data/synset-28689>,,https://wordnet.dk/dannet/data/synset-28689,
{meddele_§1},https://wordnet.dk/dannet/data/synset-30693,verb,4,{annoncering_§2},https://wordnet.dk/dannet/data/synset-30794,noun,,,,
{meddele_§1},https://wordnet.dk/dannet/data/synset-30693,verb,4,{kundgørelse_§2},https://wordnet.dk/dannet/data/synset-30811,noun,,,,
{meddele_§1},https://wordnet.dk/dannet/data/synset-30693,verb,4,{opsigelse_§2},https://wordnet.dk/dannet/data/synset-30820,noun,,,,
